"","ST","STATE","OCC_CODE","OCC_TITLE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90"
"1125","WV","West Virginia","39-0000","Personal Care and Service Occupations","major",515,4,9.78,116,1.3,7.65,8.06,8.75,9.7,13.72,59,64,78,181,354
"1126","WV","West Virginia","41-0000","Sales and Related Occupations","major",1026,1.6,13.04,250,1,7.85,8.48,9.63,14.08,22.56,95,111,144,311,567
"1127","WV","West Virginia","43-0000","Office and Administrative Support Occupations","major",151,1.5,13.82,281,0.7,8.39,9.83,12.46,16.42,21.65,175,238,287,383,543
"1128","WV","West Virginia","45-0000","Farming, Fishing, and Forestry Occupations","major",57,12.5,12.86,239,4.8,8.05,9.15,12.55,15.54,17.82,127,186,294,358,451
"1129","WV","West Virginia","47-0000","Construction and Extraction Occupations","major",848,2.2,21.28,657,1.2,10.47,13.55,19.39,27.7,34.68,397,499,614,793,928
"1130","WV","West Virginia","49-0000","Installation, Maintenance, and Repair Occupations","major",670,2.3,18.53,533,1.1,9.58,12.36,16.88,23.44,29.86,317,425,514,671,800
"1131","WV","West Virginia","51-0000","Production Occupations","major",723,3.7,17.19,470,2,8.66,10.73,15.27,22.14,28.46,204,310,452,621,752
"1132","WV","West Virginia","53-0000","Transportation and Material Moving Occupations","major",906,2.4,15.61,373,2,8.36,9.84,13.38,19,27.06,171,9,330,498,697
"1133","WI","Wisconsin","11-0000","Management Occupations","major",168,1.1,47.08,1122,0.5,20.44,29.96,41.74,56.68,80.98,810,978,1085,122,305
"1134","WI","Wisconsin","13-0000","Business and Financial Operations Occupations","major",197,1.3,28.81,843,0.6,15.41,20.14,26.67,34.8,44.46,638,765,826,930,1084
"1135","WI","Wisconsin","15-0000","Computer and Mathematical Occupations","major",977,6.1,33.54,936,1.1,18.53,24.27,32.3,41.34,50.21,748,867,951,1043,78
"1136","WI","Wisconsin","17-0000","Architecture and Engineering Occupations","major",833,2.4,31.79,903,0.6,18.47,23.72,30.44,38.5,46.41,744,856,924,1004,1114
"1137","WI","Wisconsin","19-0000","Life, Physical, and Social Science Occupations","major",417,2.6,27.96,822,1.3,14.42,18.92,25.55,33.89,44.44,594,718,797,910,1083
"1138","WI","Wisconsin","21-0000","Community and Social Service Occupations","major",649,1.8,20.87,644,1.2,10.8,14.7,19.8,26.08,32.19,420,563,633,743,858
"1139","WI","Wisconsin","23-0000","Legal Occupations","major",187,3,38.97,1041,2.9,15.63,20.72,28.32,48.54,73.89,650,782,875,57,279
"1140","WI","Wisconsin","25-0000","Education, Training, and Library Occupations","major",286,1.9,24.21,752,1.9,10.8,14.61,22.04,30.46,40.79,421,559,705,852,1035
"1141","WI","Wisconsin","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",657,2,20.94,647,1.3,8.88,12.28,18.28,25.93,35.08,234,420,571,736,942
"1142","WI","Wisconsin","29-0000","Healthcare Practitioners and Technical Occupations","major",290,3.5,34.78,968,1.4,15.18,21.59,28.74,36.88,58.56,631,809,888,980,184
"1143","WI","Wisconsin","31-0000","Healthcare Support Occupations","major",1088,2.3,13.78,279,0.8,9.69,10.93,13.11,15.93,18.76,324,324,317,373,484
"1144","WI","Wisconsin","33-0000","Protective Service Occupations","major",889,1.7,19.14,562,2.6,8.81,11.12,17.96,25.75,32.83,227,346,551,731,880
"1145","WI","Wisconsin","35-0000","Food Preparation and Serving Related Occupations","major",473,0.8,9.72,113,0.5,7.69,8.16,8.94,10.63,13.74,68,78,96,207,355
"1146","WI","Wisconsin","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",1102,1.8,12.37,220,0.8,8.01,8.96,11.08,14.45,19.19,122,166,214,326,492
"1147","WI","Wisconsin","39-0000","Personal Care and Service Occupations","major",118,2.2,11.24,176,0.6,7.94,8.79,10.25,12.02,16.31,108,146,167,251,407
"1148","WI","Wisconsin","41-0000","Sales and Related Occupations","major",543,1,17.68,500,0.8,8.02,8.89,11.77,20.73,34.98,123,157,260,574,938
"1149","WI","Wisconsin","43-0000","Office and Administrative Support Occupations","major",773,0.9,16.2,409,0.3,9.22,11.82,15.27,19.34,24.79,276,395,451,517,629
"1150","WI","Wisconsin","45-0000","Farming, Fishing, and Forestry Occupations","major",738,5,15.03,340,2.2,8.57,10.42,13.91,18.53,23.5,194,287,368,482,593
"1151","WI","Wisconsin","47-0000","Construction and Extraction Occupations","major",1120,1.6,23.4,727,0.7,12.66,16.43,21.99,29.89,35.58,523,643,704,838,952
"1152","WI","Wisconsin","49-0000","Installation, Maintenance, and Repair Occupations","major",94,1.4,20.95,648,0.5,11.61,15.34,20,25.64,31.81,470,598,640,729,849
"1153","WI","Wisconsin","51-0000","Production Occupations","major",624,1.6,16.88,452,0.4,9.87,12.27,15.91,20.41,25.41,343,420,476,558,641
"1154","WI","Wisconsin","53-0000","Transportation and Material Moving Occupations","major",425,1.7,15.42,360,0.9,8.54,10.43,14.13,18.77,24.37,190,289,387,491,616
"1155","WY","Wyoming","11-0000","Management Occupations","major",174,1.6,42.18,1084,0.9,19.92,27.89,38.29,51.27,67.96,796,958,1057,81,243
"1156","WY","Wyoming","13-0000","Business and Financial Operations Occupations","major",1075,2.2,29.71,860,1.1,16.73,20.9,27.09,35.2,45.07,691,789,841,940,1094
"1157","WY","Wyoming","15-0000","Computer and Mathematical Occupations","major",408,2.5,29.18,851,2.5,16.6,21.41,27.02,34.16,43.27,683,803,839,916,1063
"1158","WY","Wyoming","17-0000","Architecture and Engineering Occupations","major",862,3.3,34,944,1.6,18.53,23.67,30.95,41.17,53.57,747,854,931,1042,109
"1159","WY","Wyoming","19-0000","Life, Physical, and Social Science Occupations","major",731,2.8,26.3,787,1.3,13.46,18.33,25.59,32.53,39.12,560,697,800,880,1020
"1160","WY","Wyoming","21-0000","Community and Social Service Occupations","major",737,4.6,20.73,639,2.1,11.05,14.35,20.68,26.13,32.24,432,548,660,745,859
"1161","WY","Wyoming","23-0000","Legal Occupations","major",73,4.9,32.58,916,5.8,14.93,18.75,26.26,38.63,57.97,620,711,818,1006,176
"1162","WY","Wyoming","25-0000","Education, Training, and Library Occupations","major",388,1.5,22.31,699,2,11.14,13.69,21.98,29.31,34.91,439,506,703,831,934
"1163","WY","Wyoming","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",597,5.4,18.2,516,2.5,8.62,11.04,16.43,22.43,29.43,23,338,31,640,785
"1164","WY","Wyoming","29-0000","Healthcare Practitioners and Technical Occupations","major",217,2.3,35.55,987,1.6,15.65,21.5,28.54,36.77,60.86,652,805,883,975,201
"1165","WY","Wyoming","31-0000","Healthcare Support Occupations","major",961,3.8,14.18,299,1,10.11,11.8,13.52,15.84,19.07,368,394,341,369,489
"1166","WY","Wyoming","33-0000","Protective Service Occupations","major",946,2.3,20.5,630,1.3,10.15,15.05,19.48,25.84,30.91,372,586,617,734,828
"1167","WY","Wyoming","35-0000","Food Preparation and Serving Related Occupations","major",500,3.2,9.91,119,0.9,7.71,8.2,9.02,11,14.11,71,83,104,215,358
"1168","WY","Wyoming","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",131,2.5,12.86,238,1.7,8.19,9.39,11.6,15.09,19.3,3,208,248,347,493
"1169","WY","Wyoming","39-0000","Personal Care and Service Occupations","major",967,4.3,12.02,208,1.4,8.01,8.96,10.83,13.8,18.16,121,166,200,297,464
"1170","WY","Wyoming","41-0000","Sales and Related Occupations","major",476,1.9,16.06,396,1.6,8.22,9.37,12.03,18.06,29.06,5,206,268,450,776
"1171","WY","Wyoming","43-0000","Office and Administrative Support Occupations","major",699,1.3,15.69,376,0.5,9.36,11.52,14.81,18.7,23.43,44,372,423,490,589
"1172","WY","Wyoming","45-0000","Farming, Fishing, and Forestry Occupations","major",793,17.1,14.38,307,3.8,9.58,11.17,13.52,17.13,21.42,317,349,341,407,539
"1173","WY","Wyoming","47-0000","Construction and Extraction Occupations","major",653,4,22.47,705,1.1,13.31,16.66,21.18,27.31,33.86,552,649,678,780,910
"1174","WY","Wyoming","49-0000","Installation, Maintenance, and Repair Occupations","major",362,3,24.16,751,1.1,12.71,16.89,22.87,30.98,37.87,529,656,724,858,1004
"1175","WY","Wyoming","51-0000","Production Occupations","major",189,3.2,22.86,713,1.8,10.6,14.59,21.28,30.3,37.53,402,557,682,848,994
"1176","WY","Wyoming","53-0000","Transportation and Material Moving Occupations","major",483,2,20.56,632,2.3,10.06,13.95,18.68,25.95,33.52,363,524,593,738,896
"1177","GU","Guam","11-0000","Management Occupations","major",861,2.9,29.82,863,2,13.01,17.56,25.23,36.75,51.43,542,677,782,974,91
"1178","GU","Guam","13-0000","Business and Financial Operations Occupations","major",402,4.2,22.44,703,5.4,10.63,14.6,20.94,29.44,36.2,405,558,668,832,968
"1179","GU","Guam","15-0000","Computer and Mathematical Occupations","major",941,3.9,22.21,695,3.7,11.16,15,20.26,27.63,35.96,442,583,650,788,962
"1180","GU","Guam","17-0000","Architecture and Engineering Occupations","major",1074,3.7,28.18,829,3.4,14.76,19.14,26.04,35.76,45.05,611,729,815,951,1093
"1181","GU","Guam","19-0000","Life, Physical, and Social Science Occupations","major",676,2.2,22.95,716,1.7,10.39,14.55,19.57,30.36,39.69,392,556,49,850,1026
"1182","GU","Guam","21-0000","Community and Social Service Occupations","major",1035,6.2,18.73,547,3.5,9.25,12.61,18.54,23.68,28.69,282,448,587,683,761
"1183","GU","Guam","23-0000","Legal Occupations","major",662,7.4,28.44,837,5.1,11.05,16.33,24.37,39.78,51.13,433,641,762,1024,86
"1184","GU","Guam","25-0000","Education, Training, and Library Occupations","major",737,0.8,18.04,513,1.7,8.33,10.29,16.51,23.58,28.8,168,274,499,678,767
"1185","GU","Guam","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",922,18,14.52,311,4.6,8.06,9,12.72,17.23,23.58,130,170,301,410,595
"1186","GU","Guam","29-0000","Healthcare Practitioners and Technical Occupations","major",73,3.1,28.28,831,4.4,10.22,13.51,19.49,30.18,50.82,382,497,619,846,84
"1187","GU","Guam","31-0000","Healthcare Support Occupations","major",893,11.6,11.83,200,3.2,8.08,9.18,11.04,13.61,16.92,132,188,212,293,421
"1188","GU","Guam","33-0000","Protective Service Occupations","major",405,4.9,15.56,370,5.8,7.87,8.67,14.35,20.7,26,97,133,396,6,661
"1189","GU","Guam","35-0000","Food Preparation and Serving Related Occupations","major",876,6.4,8.67,89,1.1,7.61,7.96,8.55,9.14,10.42,54,55,70,170,324
"1190","GU","Guam","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",595,4.1,9.1,95,1.7,7.62,8,8.63,9.25,12.61,56,58,73,174,335
"1191","GU","Guam","39-0000","Personal Care and Service Occupations","major",70,6.1,10.34,132,3.4,7.67,8.11,8.85,10.54,16.62,63,70,89,205,414
"1192","GU","Guam","41-0000","Sales and Related Occupations","major",740,3.2,10.68,150,1.9,7.75,8.26,9.12,11.52,15.16,77,87,111,234,377
"1193","GU","Guam","43-0000","Office and Administrative Support Occupations","major",86,2.4,12.76,235,2.1,7.98,8.81,11.17,15.8,20.55,2,149,219,366,519
"1194","GU","Guam","45-0000","Farming, Fishing, and Forestry Occupations","major",879,0,14.83,329,2,8.42,10.22,13.63,19.04,23.77,179,270,350,500,602
"1195","GU","Guam","47-0000","Construction and Extraction Occupations","major",859,3.9,14.29,303,1.8,9.16,11.92,13.46,15.64,18.73,267,399,336,361,482
"1196","GU","Guam","49-0000","Installation, Maintenance, and Repair Occupations","major",604,2.8,14.87,334,2.4,8.37,9.82,13.2,18.82,23.48,11,237,322,492,592
"1197","GU","Guam","51-0000","Production Occupations","major",71,4.3,13.27,262,3.7,7.95,8.75,11.19,16.9,21.5,109,140,220,395,541
"1198","GU","Guam","53-0000","Transportation and Material Moving Occupations","major",602,4.1,15.3,355,8.9,7.87,8.59,10.82,16.21,31.81,98,125,198,378,848
"1199","PR","Puerto Rico","11-0000","Management Occupations","major",685,1.3,33.45,934,1.4,14.61,19.37,27.9,41.43,58.67,605,735,867,1045,185
"1200","PR","Puerto Rico","13-0000","Business and Financial Operations Occupations","major",746,1.5,18.22,518,1.9,9.06,11.56,15.48,22.2,31.62,255,374,460,625,846
"1201","PR","Puerto Rico","15-0000","Computer and Mathematical Occupations","major",1140,2.9,20.77,642,1.3,9.5,13.16,18.29,26.62,35.14,308,477,572,758,944
"1202","PR","Puerto Rico","17-0000","Architecture and Engineering Occupations","major",220,2.8,24.76,766,1.7,11.31,15.73,22.24,31.92,42.39,452,610,712,873,1050
"1203","PR","Puerto Rico","19-0000","Life, Physical, and Social Science Occupations","major",1013,3.4,20.99,649,1.9,10.07,13.4,18.05,26.29,36.38,364,488,554,751,971
"1204","PR","Puerto Rico","21-0000","Community and Social Service Occupations","major",336,1.5,13.3,266,1,8.39,9.88,12.5,15.85,19.3,174,240,289,370,494
"1205","PR","Puerto Rico","23-0000","Legal Occupations","major",739,4.7,28.22,830,2.5,11.55,17.41,24.79,36.39,44.78,468,669,773,965,1087
"1206","PR","Puerto Rico","25-0000","Education, Training, and Library Occupations","major",1052,1,15.98,392,1.9,8.6,10.73,14.86,18.17,22.63,22,308,427,461,568
"1207","PR","Puerto Rico","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",959,4,15.87,385,2.2,8.15,9.23,12.96,19.05,28.11,141,195,312,501,743
"1208","PR","Puerto Rico","29-0000","Healthcare Practitioners and Technical Occupations","major",838,2.4,17.18,469,3.7,8.32,9.93,13.65,17.88,29.6,166,246,352,440,790
"1209","PR","Puerto Rico","31-0000","Healthcare Support Occupations","major",175,6.2,9.57,108,1.5,7.67,8.12,8.86,10.16,12.55,64,71,90,192,333
"1210","PR","Puerto Rico","33-0000","Protective Service Occupations","major",978,1,11.62,194,5.5,7.77,8.38,9.56,14.79,17.25,80,98,140,341,429
"1211","PR","Puerto Rico","35-0000","Food Preparation and Serving Related Occupations","major",1027,1.6,8.71,90,1,7.62,7.99,8.6,9.21,10.86,55,57,72,173,325
"1212","PR","Puerto Rico","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",812,2.3,8.87,92,0.9,7.62,7.98,8.59,9.2,11.2,55,56,71,172,327
"1213","PR","Puerto Rico","39-0000","Personal Care and Service Occupations","major",249,4.2,8.86,91,1.6,7.63,7.99,8.59,9.19,11.03,57,57,71,171,326
"1214","PR","Puerto Rico","41-0000","Sales and Related Occupations","major",124,2,10.66,147,1,7.73,8.16,8.88,10.49,16.38,74,78,93,204,408
"1215","PR","Puerto Rico","43-0000","Office and Administrative Support Occupations","major",333,1.1,11.23,175,1.4,7.82,8.4,9.38,12.71,17.72,90,101,131,266,444
"1216","PR","Puerto Rico","45-0000","Farming, Fishing, and Forestry Occupations","major",74,8.8,10.42,136,3.8,7.58,8.01,8.73,10.24,16.9,52,60,76,195,419
"1217","PR","Puerto Rico","47-0000","Construction and Extraction Occupations","major",687,2.3,10.05,125,2,7.64,8.09,8.83,10.47,15.15,58,65,86,202,376
"1218","PR","Puerto Rico","49-0000","Installation, Maintenance, and Repair Occupations","major",587,2.1,13.28,264,2.2,7.92,8.69,11.14,17.1,21.83,106,135,218,406,549
"1219","PR","Puerto Rico","51-0000","Production Occupations","major",988,2.8,10.73,152,1.6,7.75,8.26,9.1,11.48,16.65,77,86,108,230,415
"1220","PR","Puerto Rico","53-0000","Transportation and Material Moving Occupations","major",897,2.9,10.11,127,1.6,7.68,8.09,8.77,9.55,14.78,66,66,79,180,369
"1221","VI","Virgin Islands","11-0000","Management Occupations","major",406,4.4,32.64,918,2.3,12.15,19.14,29.86,40.78,56.12,500,728,916,1034,156
"1222","VI","Virgin Islands","13-0000","Business and Financial Operations Occupations","major",63,4.6,24.33,756,3.9,12.82,16.18,21.97,30.35,37.21,534,630,702,850,988
"1223","VI","Virgin Islands","15-0000","Computer and Mathematical Occupations","major",720,6.8,24.34,757,5.5,11.08,14.75,20.98,31.17,42.21,436,566,670,861,1047
"1224","VI","Virgin Islands","17-0000","Architecture and Engineering Occupations","major",276,8.6,NA,54,NA,NA,NA,NA,NA,NA,51,53,55,55,55
"1225","VI","Virgin Islands","19-0000","Life, Physical, and Social Science Occupations","major",1163,2.4,14.06,290,8.8,7.66,8.14,8.96,18.07,28.77,61,75,99,452,765
"1226","VI","Virgin Islands","21-0000","Community and Social Service Occupations","major",703,9.7,19.63,588,4.7,11.52,14.6,18.36,22.96,28.67,466,558,576,656,760
"1227","VI","Virgin Islands","23-0000","Legal Occupations","major",770,11.9,41.58,1076,4.2,18.87,26.28,39.67,52.92,70.5,764,928,1070,93,265
"1228","VI","Virgin Islands","25-0000","Education, Training, and Library Occupations","major",407,4.7,19.15,564,2.4,9.38,12.94,18.8,23.26,29.67,295,464,596,663,793
"1229","VI","Virgin Islands","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",438,17.3,19.42,572,8,8.68,12.38,18.15,22.56,28.4,206,428,559,10,750
"1230","VI","Virgin Islands","29-0000","Healthcare Practitioners and Technical Occupations","major",56,13.5,27.54,813,4.5,11.94,14.46,22.11,32.99,48.44,487,552,708,890,60
"1231","VI","Virgin Islands","31-0000","Healthcare Support Occupations","major",708,15.5,12.67,233,5.9,8.17,9.36,12.43,14.21,18.55,144,205,285,317,479
"1232","VI","Virgin Islands","33-0000","Protective Service Occupations","major",405,2,15.14,347,7.3,8.16,9.33,13.32,18.33,25.32,143,204,327,470,637
"1233","VI","Virgin Islands","35-0000","Food Preparation and Serving Related Occupations","major",615,5.9,10.81,157,3.7,7.79,8.39,9.43,11.62,15.74,85,101,135,237,388
"1234","VI","Virgin Islands","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",403,6.1,11.26,178,1.9,8.05,9.06,10.62,12.95,16.02,128,176,187,277,403
"1235","VI","Virgin Islands","39-0000","Personal Care and Service Occupations","major",1180,9.2,10.78,155,3.2,7.77,8.41,9.61,12.11,15.23,82,102,143,253,380
"1236","VI","Virgin Islands","41-0000","Sales and Related Occupations","major",733,6.2,12.86,239,3.4,7.9,8.6,10.35,14.78,21.57,101,126,171,340,542
"1237","VI","Virgin Islands","43-0000","Office and Administrative Support Occupations","major",1079,5.3,14.84,330,1.8,8.6,10.13,12.95,17.8,24.53,198,259,310,436,620
"1238","VI","Virgin Islands","45-0000","Farming, Fishing, and Forestry Occupations","major",55,NA,11.26,177,2.2,7.76,8.47,10.18,13.39,17.57,79,109,165,287,440
"1239","VI","Virgin Islands","47-0000","Construction and Extraction Occupations","major",62,9,18.18,515,2.9,10.18,12.61,17.01,21.77,28.35,376,449,34,611,748
"1240","VI","Virgin Islands","49-0000","Installation, Maintenance, and Repair Occupations","major",69,7,17.1,466,2.5,9.82,11.78,15.4,20.8,27,340,391,457,578,695
"1241","VI","Virgin Islands","53-0000","Transportation and Material Moving Occupations","major",401,6,13.23,260,2.7,8.04,9.01,11.5,15.73,20.25,125,171,241,364,513
